,nominee_type,year,winner,award,title
3998,people,1993,False,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Geena Davis
3999,people,1993,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Kyra Sedgwick
4000,people,1993,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jessica Lange
4001,people,1993,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Katharine Hepburn
4002,people,1993,False,"Best Performance by an Actress in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Drew Barrymore
4003,people,1993,True,Best Performance by an Actress In A Television Series - Drama,Regina Taylor
4004,people,1993,True,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joan Plowright
4005,people,1993,False,Best Original Score - Motion Picture,Randy Edelman
4006,people,1993,False,Best Performance by an Actor In A Television Series - Drama,Jason Priestley
4007,people,1993,False,Best Original Score - Motion Picture,John Barry
4008,tv-show,1993,False,Best Television Series - Musical or Comedy,Brooklyn Bridge
4009,song,1993,False,Best Original Song - Motion Picture,This Used To Be My Playground
4010,song,1993,False,Best Original Song - Motion Picture,Prince Ali
4011,song,1993,False,Best Original Song - Motion Picture,Friend Like Me
4012,song,1993,False,Best Original Song - Motion Picture,Beautiful Maria of My Soul
4013,tv-show,1993,True,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Sinatra
4014,tv-show,1993,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Stalin
4015,tv-show,1993,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Miss Rose White
4016,tv-show,1993,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Danielle Steel's Jewels
4017,tv-show,1993,False,"Best Television Limited Series, Anthology Series, or Motion Picture Made for Television",Citizen Cohn
4018,tv-show,1993,True,Best Television Series - Musical or Comedy,Roseanne
4019,tv-show,1993,False,Best Television Series - Musical or Comedy,Murphy Brown
4020,tv-show,1993,False,Best Television Series - Musical or Comedy,Evening Shade
4021,tv-show,1993,False,Best Television Series - Musical or Comedy,Cheers
4022,tv-show,1993,True,Best Television Series - Drama,Northern Exposure
4023,people,1993,False,Best Original Score - Motion Picture,Jerry Goldsmith
4024,tv-show,1993,False,Best Television Series - Drama,Sisters
4025,tv-show,1993,False,Best Television Series - Drama,I'll Fly Away
4026,tv-show,1993,False,Best Television Series - Drama,Homefront
4027,people,1993,False,Best Performance by an Actress in a Motion Picture - Drama,Mary McDonnell
4028,people,1993,False,Best Performance by an Actress in a Motion Picture - Drama,Michelle Pfeiffer
4029,people,1993,False,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon
4030,people,1993,False,Best Performance by an Actress in a Motion Picture - Drama,Sharon Stone
4031,people,1993,True,Best Performance by an Actress in a Motion Picture - Drama,Emma Thompson
4032,people,1993,False,Best Performance by an Actress In A Television Series - Drama,Mariel Hemingway
4033,people,1993,False,Best Performance by an Actress In A Television Series - Drama,Angela Lansbury
4034,people,1993,False,Best Performance by an Actress In A Television Series - Drama,Marlee Matlin
4035,people,1993,False,Best Performance by an Actress In A Television Series - Drama,Janine Turner
4036,tv-show,1993,False,Best Television Series - Drama,"Beverly Hills, 90210"
4037,song,1993,True,Best Original Song - Motion Picture,A Whole New World
4038,people,1993,False,Best Performance by an Actor in a Motion Picture - Drama,Tom Cruise
4039,people,1993,False,Best Performance by an Actor in a Motion Picture - Drama,Robert Downey Jr.
4040,film,1993,False,Best Motion Picture - Drama,The Crying Game
4041,people,1993,False,Best Screenplay - Motion Picture,David Webb Peoples
4042,people,1993,False,Best Screenplay - Motion Picture,Michael Tolkin
4043,people,1993,False,Best Screenplay - Motion Picture,Ruth Prawer Jhabvala
4044,people,1993,False,Best Screenplay - Motion Picture,Aaron Sorkin
4045,film,1993,True,Best Motion Picture - Musical or Comedy,The Player
4046,film,1993,False,Best Motion Picture - Musical or Comedy,Sister Act
4047,film,1993,False,Best Motion Picture - Musical or Comedy,Honeymoon In Vegas
4048,film,1993,False,Best Motion Picture - Musical or Comedy,Enchanted April
4049,film,1993,False,Best Motion Picture - Musical or Comedy,Aladdin
4050,film,1993,True,Best Motion Picture - Drama,Scent of a Woman
4051,film,1993,False,Best Motion Picture - Drama,Unforgiven
4052,film,1993,False,Best Motion Picture - Drama,Howards End
4053,film,1993,False,Best Motion Picture - Drama,"Few Good Men, A"
4054,people,1993,True,Special Achievement Award,Robin Williams
4055,people,1993,False,Best Performance by an Actor in a Motion Picture - Drama,Jack Nicholson
4056,people,1993,True,Best Screenplay - Motion Picture,Bo Goldman
4057,people,1993,True,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Robert Duvall
4058,people,1993,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",James Woods
4059,people,1993,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Jon Voight
4060,people,1993,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Philip Casnoff
4061,people,1993,False,"Best Performance by an Actor in a Limited Series, Anthology Series, or a Motion Picture Made for Television",Anthony Andrews
4062,people,1993,True,Best Performance by an Actor In A Television Series - Drama,Sam Waterston
4063,people,1993,False,Best Performance by an Actor In A Television Series - Drama,Rob Morrow
4064,people,1993,False,Best Performance by an Actor In A Television Series - Drama,Mark Harmon
4065,people,1993,False,Best Performance by an Actor In A Television Series - Drama,Scott Bakula
4066,people,1993,True,Best Performance by an Actor in a Motion Picture - Drama,Al Pacino
4067,people,1993,False,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington
4068,people,1993,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Nicholson
4069,film,1992,False,Best Motion Picture - Musical or Comedy,City Slickers
4070,film,1992,True,Best Motion Picture - Drama,Bugsy
4071,people,1992,False,Best Performance by an Actor in a Motion Picture - Drama,Kevin Costner
4072,people,1992,True,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jack Palance
4073,people,1992,False,Best Performance by an Actress In A Television Series - Drama,Marlee Matlin
4074,people,1992,False,Best Performance by an Actress In A Television Series - Drama,Sharon Gless
4075,people,1992,False,Best Performance by an Actress In A Television Series - Drama,Susan Dey
4076,people,1992,True,Best Performance by an Actress in a Motion Picture - Drama,Jodie Foster
4077,people,1992,False,Best Performance by an Actress in a Motion Picture - Drama,Susan Sarandon
4078,people,1992,False,Best Performance by an Actress in a Motion Picture - Drama,Laura Dern
4079,people,1992,False,Best Performance by an Actress in a Motion Picture - Drama,Geena Davis
4080,people,1992,False,Best Performance by an Actress in a Motion Picture - Drama,Annette Bening
4081,people,1992,True,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Louis Gossett Jr.
4082,people,1992,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Dean Stockwell
4083,people,1992,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Richard Kiley
4084,people,1992,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Michael Jeter
4085,people,1992,False,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Larry Drake
4086,people,1992,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ben Kingsley
4087,people,1992,False,Best Performance by an Actress in a Television Series - Musical or Comedy,Roseanne Barr
4088,people,1992,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harvey Keitel
4089,people,1992,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,John Goodman
4090,people,1992,False,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ned Beatty
4091,people,1992,True,Best Performance by an Actor in a Television Series - Musical or Comedy,Burt Reynolds
4092,people,1992,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ed O'Neill
4093,people,1992,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Craig Nelson
4094,people,1992,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Neil Patrick Harris
4095,people,1992,False,Best Performance by an Actor in a Television Series - Musical or Comedy,Ted Danson
4096,people,1992,True,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Robin Williams
4097,people,1992,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jeff Bridges
4098,people,1992,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Kevin Kline
4099,people,1992,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Dustin Hoffman
4100,people,1992,False,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Billy Crystal
4101,people,1992,False,Best Performance by an Actress In A Television Series - Drama,Janine Turner
4102,tv-show,1992,False,Best Television Series - Drama,"Beverly Hills, 90210"
4103,tv-show,1992,False,Best Television Series - Drama,I'll Fly Away
4104,tv-show,1992,False,Best Television Series - Drama,L.A. Law
4105,people,1992,False,Best Performance by an Actor in a Motion Picture - Drama,Robert De Niro
4106,people,1992,False,Best Performance by an Actor in a Motion Picture - Drama,Warren Beatty
4107,people,1992,True,Best Performance by an Actor in a Motion Picture - Drama,Nick Nolte
4108,people,1992,False,Best Performance by an Actor In A Television Series - Drama,Mark Harmon
4109,people,1992,False,Best Performance by an Actor In A Television Series - Drama,James Earl Jones
4110,people,1992,False,Best Performance by an Actor In A Television Series - Drama,Rob Morrow
4111,people,1992,False,Best Performance by an Actor In A Television Series - Drama,Carroll O'Connor
4112,people,1992,False,Best Performance by an Actor In A Television Series - Drama,Sam Waterston
4113,people,1992,True,Best Performance by an Actor In A Television Series - Drama,Scott Bakula
4114,song,1992,False,Best Original Song - Motion Picture,Tears in Heaven
4115,people,1992,False,Best Screenplay - Motion Picture,Oliver Stone
4116,song,1992,False,Best Original Song - Motion Picture,(Everything I Do) I Do It For You
